step,test_acc
200,0.972155448718
400,0.978365384615
600,0.985576923077
800,0.988381410256
1000,0.989983974359
1200,0.990284455128
1400,0.991085737179
1600,0.992287660256
1800,0.990584935897
2000,0.992087339744
2200,0.992688301282
2400,0.992387820513
2600,0.993389423077
2800,0.992487980769
3000,0.994290865385
3200,0.993389423077
3400,0.992087339744
3600,0.993289262821
3800,0.994591346154
4000,0.994290865385
4200,0.994591346154
4400,0.993489583333
4600,0.993790064103
4800,0.994090544872
5200,0.994491185897
5400,0.993990384615
5600,0.994591346154
5800,0.993890224359
6000,0.993689903846
6200,0.993689903846
6400,0.993389423077
6600,0.994591346154
6800,0.994991987179
7000,0.994491185897
7200,0.994991987179
7400,0.994391025641
7600,0.994190705128
7800,0.994391025641
8000,0.994791666667
8200,0.994491185897
8400,0.994290865385
8600,0.993689903846
8800,0.994591346154
9000,0.99469150641
9200,0.994991987179
9400,0.994591346154
9600,0.995592948718
9800,0.994391025641
10000,0.994591346154
10200,0.994290865385
10400,0.994290865385
10600,0.994591346154
10800,0.995092147436
11000,0.995292467949
11200,0.994791666667
11400,0.995192307692
11600,0.995492788462
11800,0.994991987179
12000,0.99469150641
12200,0.99469150641
12400,0.994391025641
12600,0.994591346154
12800,0.995092147436
13000,0.994991987179
13200,0.994491185897
13400,0.994891826923
13600,0.99358974359
13800,0.99469150641
14000,0.994090544872
14200,0.99469150641
14400,0.994891826923
14600,0.995092147436
14800,0.993990384615
15000,0.995092147436
15400,0.995092147436
15600,0.994991987179
15800,0.994090544872
16000,0.99469150641
16200,0.994891826923
16400,0.994791666667
16600,0.995192307692
16800,0.994491185897
17000,0.994891826923
17200,0.994491185897
17400,0.994591346154
17600,0.994190705128
17800,0.994891826923
18000,0.994991987179
18200,0.994891826923
18400,0.994791666667
18600,0.99469150641
18800,0.994891826923
19000,0.994591346154
19200,0.994491185897
19400,0.995092147436
19600,0.995092147436
19800,0.994791666667
20000,0.994891826923
20200,0.995192307692
20400,0.994891826923
20600,0.994791666667
20800,0.994791666667
21000,0.994491185897
21200,0.994290865385
21400,0.994791666667
21600,0.995092147436
21800,0.995092147436
22000,0.99469150641
22200,0.994991987179
22400,0.994190705128
22600,0.99469150641
22800,0.995092147436
23000,0.99469150641
23200,0.994591346154
23400,0.994290865385
23600,0.994391025641
23800,0.994491185897
24000,0.994791666667
24200,0.995693108974
24400,0.995092147436
24600,0.994591346154
24800,0.994891826923
25000,0.99469150641
25200,0.994791666667
25600,0.994491185897
25800,0.993890224359
26000,0.995192307692
26200,0.994190705128
26400,0.99469150641
26600,0.994891826923
26800,0.994190705128
27000,0.994791666667
27200,0.99469150641
27400,0.995192307692
27600,0.994791666667
27800,0.994591346154
28000,0.994991987179
28200,0.994791666667
28400,0.994991987179
28600,0.994991987179
28800,0.994791666667
29000,0.995092147436
29200,0.994991987179
29400,0.994791666667
29600,0.994891826923
29800,0.995192307692
30000,0.994190705128
30200,0.993489583333
30400,0.994791666667
30600,0.99469150641
30800,0.99469150641
31000,0.995292467949
31200,0.99469150641
31400,0.994391025641
31600,0.994391025641
31800,0.994491185897
32000,0.993689903846
32200,0.994391025641
32400,0.994190705128
32600,0.994791666667
32800,0.994591346154
33000,0.994391025641
33200,0.994491185897
33400,0.994491185897
33600,0.994190705128
33800,0.993990384615
34000,0.994190705128
34200,0.994190705128
34400,0.99469150641
34600,0.99469150641
34800,0.994591346154
35000,0.99469150641
35200,0.994290865385
35400,0.99469150641
35800,0.994491185897
36000,0.994591346154
36200,0.993990384615
36400,0.994190705128
