step,test_acc
200,0.973557692308
400,0.984875801282
600,0.987880608974
800,0.989883814103
1000,0.991686698718
1200,0.99358974359
1400,0.992487980769
1600,0.993389423077
1800,0.993088942308
2000,0.993689903846
2200,0.994791666667
2400,0.993790064103
2600,0.994090544872
3000,0.994591346154
3200,0.994290865385
3400,0.995492788462
3600,0.995292467949
3800,0.995292467949
4000,0.994891826923
4200,0.993890224359
4400,0.99469150641
4600,0.994491185897
4800,0.994991987179
5000,0.994391025641
5200,0.995492788462
5400,0.995192307692
5600,0.99469150641
5800,0.994190705128
6000,0.994891826923
6200,0.994591346154
6400,0.994491185897
6600,0.994891826923
6800,0.994491185897
7200,0.99469150641
7400,0.994791666667
7600,0.994991987179
7800,0.99469150641
8000,0.994791666667
8200,0.995092147436
8400,0.99469150641
8600,0.994791666667
8800,0.995092147436
9000,0.994791666667
9200,0.995092147436
9400,0.99469150641
9600,0.993689903846
9800,0.994991987179
10000,0.994791666667
10200,0.994891826923
10400,0.995092147436
10600,0.995392628205
10800,0.995092147436
11000,0.994791666667
11400,0.995092147436
11600,0.995092147436
11800,0.995192307692
12000,0.99469150641
12200,0.994591346154
12400,0.99469150641
12600,0.994791666667
12800,0.994791666667
13000,0.994991987179
13200,0.994190705128
13400,0.994591346154
13600,0.994591346154
13800,0.994991987179
14000,0.994791666667
14200,0.995192307692
14400,0.994991987179
14600,0.995292467949
14800,0.995693108974
15000,0.994991987179
15200,0.993890224359
15600,0.994290865385
15800,0.994891826923
16000,0.994991987179
16200,0.993990384615
16400,0.994991987179
16600,0.994791666667
16800,0.994991987179
17000,0.994991987179
17200,0.995192307692
17400,0.99469150641
17600,0.995492788462
17800,0.995392628205
18000,0.995392628205
18200,0.995492788462
18400,0.994791666667
18600,0.994891826923
18800,0.99358974359
19000,0.994391025641
19200,0.994991987179
19400,0.995392628205
19800,0.994991987179
20000,0.995592948718
20200,0.995392628205
20400,0.994891826923
20600,0.994891826923
20800,0.994791666667
21000,0.994991987179
21200,0.995292467949
21400,0.995192307692
21600,0.994991987179
21800,0.995192307692
22000,0.995092147436
22200,0.994491185897
22400,0.994791666667
22600,0.995192307692
22800,0.994791666667
23000,0.995092147436
23200,0.995392628205
23400,0.995292467949
23600,0.995192307692
23800,0.994791666667
24000,0.994891826923
24200,0.994491185897
24400,0.994491185897
24600,0.993890224359
24800,0.993990384615
25000,0.994290865385
25200,0.994791666667
25400,0.994290865385
25600,0.994190705128
25800,0.994591346154
26000,0.994491185897
26200,0.995092147436
26400,0.994991987179
26600,0.995192307692
26800,0.995092147436
27000,0.994991987179
27200,0.995092147436
27400,0.995592948718
27600,0.994991987179
27800,0.995292467949
28000,0.994991987179
28200,0.995392628205
28400,0.994491185897
28600,0.994791666667
28800,0.994591346154
29000,0.994491185897
29200,0.994190705128
29400,0.994290865385
29600,0.994190705128
29800,0.99469150641
30000,0.994891826923
30200,0.995092147436
30400,0.99469150641
30600,0.994791666667
30800,0.994791666667
31000,0.994891826923
31200,0.994891826923
31400,0.994991987179
31600,0.99469150641
31800,0.99469150641
32000,0.994791666667
32200,0.995192307692
32400,0.99469150641
32600,0.994391025641
32800,0.99469150641
33000,0.994891826923
33200,0.993389423077
33400,0.99469150641
33600,0.994290865385
33800,0.994791666667
34000,0.994891826923
34200,0.994891826923
34400,0.994591346154
34600,0.99469150641
34800,0.994891826923
35000,0.994391025641
35200,0.994991987179
35400,0.994891826923
35600,0.994991987179
35800,0.994090544872
36000,0.994791666667
36200,0.994891826923
36400,0.99469150641
36600,0.994791666667
36800,0.99469150641
37000,0.99469150641
37200,0.994891826923
37400,0.99469150641
37600,0.994491185897
37800,0.994491185897
38000,0.994190705128
38200,0.994891826923
38400,0.994591346154
38600,0.994891826923
38800,0.994190705128
39000,0.995092147436
39200,0.994991987179
39400,0.994891826923
39600,0.99469150641
39800,0.994591346154
40000,0.994891826923
40200,0.994991987179
40400,0.994491185897
40600,0.994391025641
40800,0.994991987179
41000,0.99469150641
41200,0.994891826923
41400,0.994491185897
41600,0.994791666667
41800,0.994491185897
42000,0.994791666667
42200,0.994791666667
42400,0.994791666667
42600,0.994491185897
42800,0.994491185897
43000,0.995092147436
43200,0.994891826923
43400,0.994591346154
43600,0.994491185897
43800,0.994190705128
44000,0.994791666667
44200,0.994791666667
44400,0.99469150641
44600,0.994791666667
44800,0.99469150641
45000,0.994090544872
45200,0.994891826923
45400,0.993790064103
45600,0.994591346154
45800,0.994591346154
46000,0.994891826923
46200,0.994591346154
46400,0.994491185897
46600,0.994591346154
46800,0.99469150641
47000,0.994491185897
47200,0.994391025641
47400,0.994791666667
47600,0.994991987179
47800,0.995192307692
