step,test_acc
200,0.979767628205
400,0.987279647436
600,0.990384615385
800,0.989783653846
1000,0.991786858974
1200,0.991786858974
1400,0.993189102564
1600,0.993088942308
1800,0.992788461538
2000,0.994090544872
2200,0.993189102564
2400,0.993890224359
2600,0.993489583333
3000,0.994090544872
3200,0.994391025641
3400,0.993990384615
3600,0.993389423077
3800,0.993689903846
4000,0.99358974359
4200,0.994190705128
4400,0.994891826923
4600,0.994290865385
4800,0.994391025641
5000,0.994791666667
5200,0.99469150641
5400,0.99358974359
5600,0.995192307692
5800,0.99469150641
6000,0.993389423077
6200,0.991586538462
6400,0.994491185897
6600,0.993689903846
6800,0.994090544872
7200,0.994791666667
7400,0.994190705128
7600,0.994591346154
7800,0.994090544872
8000,0.994591346154
8200,0.994491185897
8400,0.994190705128
8600,0.99469150641
8800,0.994090544872
9000,0.994290865385
9200,0.993189102564
9400,0.993890224359
9600,0.994190705128
9800,0.993088942308
10000,0.99358974359
10200,0.994090544872
10400,0.994891826923
10600,0.99469150641
10800,0.994591346154
11000,0.99469150641
11400,0.994491185897
11600,0.994491185897
11800,0.994391025641
12000,0.994391025641
12200,0.994491185897
12400,0.994491185897
12600,0.993890224359
12800,0.993890224359
13000,0.992387820513
13200,0.993289262821
13400,0.993689903846
13600,0.994591346154
13800,0.994190705128
14000,0.993990384615
14200,0.994591346154
14400,0.994791666667
14600,0.994290865385
14800,0.994791666667
15000,0.99469150641
15200,0.994190705128
15600,0.994591346154
15800,0.994491185897
16000,0.994290865385
16200,0.994190705128
16400,0.994391025641
16600,0.993990384615
16800,0.994591346154
17000,0.994791666667
17200,0.992588141026
17400,0.993489583333
17600,0.994090544872
17800,0.993990384615
18000,0.993790064103
18200,0.994190705128
18400,0.993990384615
18600,0.994290865385
18800,0.994591346154
19000,0.994991987179
19200,0.994591346154
19400,0.994791666667
19800,0.994491185897
20000,0.994391025641
20200,0.994591346154
20400,0.994491185897
20600,0.994891826923
20800,0.99469150641
21000,0.994391025641
21200,0.994290865385
21400,0.994290865385
21600,0.994891826923
21800,0.995092147436
22000,0.994190705128
22200,0.994290865385
22400,0.994791666667
22600,0.994391025641
22800,0.994891826923
23000,0.99469150641
23200,0.99469150641
23400,0.99469150641
23600,0.994391025641
23800,0.994591346154
24000,0.994991987179
24200,0.99469150641
24400,0.994491185897
24600,0.994891826923
24800,0.994891826923
25000,0.995192307692
25200,0.994991987179
25400,0.994591346154
25600,0.994791666667
25800,0.994891826923
26000,0.99469150641
26200,0.994290865385
26400,0.994591346154
26600,0.994991987179
26800,0.994891826923
27000,0.99469150641
27200,0.99469150641
27400,0.994791666667
27600,0.994391025641
27800,0.994491185897
28000,0.994491185897
28200,0.994591346154
28400,0.994491185897
28600,0.994391025641
28800,0.994491185897
29000,0.99469150641
29200,0.994290865385
29400,0.994391025641
29600,0.994290865385
29800,0.994891826923
30000,0.994290865385
30200,0.994190705128
30400,0.994090544872
30600,0.994391025641
30800,0.994090544872
31000,0.994090544872
31200,0.994090544872
31400,0.994491185897
31600,0.994290865385
31800,0.994391025641
32000,0.994290865385
32200,0.994391025641
32400,0.994290865385
32600,0.994891826923
32800,0.993990384615
33000,0.994090544872
33200,0.994391025641
33400,0.994290865385
33600,0.994190705128
33800,0.994190705128
34000,0.994090544872
34200,0.994290865385
34400,0.994290865385
34600,0.994290865385
34800,0.994491185897
35000,0.99469150641
35200,0.994591346154
35400,0.994391025641
35600,0.994591346154
35800,0.99469150641
36000,0.994391025641
36200,0.994591346154
36400,0.994090544872
36600,0.994391025641
36800,0.994391025641
37000,0.995092147436
37200,0.994391025641
37400,0.994791666667
37600,0.994391025641
37800,0.994491185897
38000,0.994090544872
38200,0.994491185897
38400,0.994391025641
38600,0.994190705128
38800,0.994591346154
39000,0.994290865385
39200,0.993790064103
39400,0.994891826923
39600,0.994290865385
39800,0.994391025641
40000,0.993990384615
40200,0.994290865385
40400,0.993990384615
40600,0.994090544872
40800,0.993790064103
41000,0.994190705128
41200,0.993689903846
41400,0.994090544872
41600,0.994190705128
41800,0.993489583333
42000,0.993489583333
42200,0.99358974359
42400,0.993990384615
42600,0.993990384615
42800,0.994190705128
43000,0.993990384615
43200,0.993689903846
43400,0.993890224359
43600,0.994491185897
43800,0.994290865385
44000,0.993790064103
44200,0.993689903846
44400,0.994391025641
44600,0.994190705128
44800,0.994290865385
45000,0.99358974359
45200,0.993890224359
45400,0.993790064103
45600,0.994491185897
45800,0.994090544872
46000,0.993890224359
46200,0.993890224359
46400,0.993890224359
46600,0.994090544872
46800,0.993990384615
47000,0.993890224359
47200,0.993790064103
47400,0.993790064103
47600,0.993389423077
47800,0.993890224359
